Cluster number,HOUSEHOLD number,Number of HOUSEHOLD members,Number of eligible women in HH,Number of eligible men in HH,Number of de jure members,Number of de facto members,Number of children 5 and under,Region,Type of place of residence,Place of residence,Cluster altitude in meters,Source of drinking water,Time to get to water source,Type of toilet facility,Has electricity,Has radio,Has television,Has refrigerator,Main floor material,Main wall material,Main roof material,Rooms used for sleeping,Has a landline telephone,Share toilet with other households,Type of cooking fuel,Have bednet for sleeping,Anything done to water to make safe to drink,Water usually treated by: boil,Water usually treated by: add bleach/chlorine,Water usually treated by: strain through a cloth,Water usually treated by: use water filter,Water usually treated by: solar disinfection,Water usually treated by: let it stand and settle,Water usually treated by: other,Number of households sharing toilet,Wealth index,Wealth index factor score (5 decimals),Mainland/Zanzibar,Who provides water at main source,Paraffin lamp,Iron,Main source of energy for lighting,How far is the nearest market place (kilometers),How many meals per day,How far is the nearest health facility
19,80,4,1,1,3,4,1,Arusha,Urban,Town,1344,Public tap/standpipe,15,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Cement blocks,Iron sheets,1,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No,3,Richer,58000,Mainland urban,Authority,Yes,No,Paraffin-hurricane lamp,150,3,3
20,17,4,1,0,4,4,1,Arusha,Urban,Town,1503,Neighbour tap,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,3,Middle,-35000,Mainland urban, ,Yes,No,Paraffin-wick lamp,10,2,5
20,40,6,2,0,6,5,0,Arusha,Urban,Town,1503,Protected well in dwelling,41,Pit latrine - without slab / open pit,Yes,Yes,Yes,No,Cement,Cement blocks,Iron sheets,2,No,No,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No, ,Richest,214000,Mainland urban, ,Yes,Yes,Electricity,11,3,4
20,48,1,0,0,1,1,0,Arusha,Urban,Town,1503,Bottled water,10,Flush - to pit latrine,Yes,Yes,Yes,No,Cement,Cement blocks,Iron sheets,1,No,Yes,No food cooked in HH,No,No,No,No,No,No,No,No,No,3,Richest,220000,Mainland urban, ,No,Yes,Electricity,11,3,3
20,119,2,0,0,2,2,0,Arusha,Urban,Town,1503,Neighbour tap,30,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Cement blocks,Iron sheets,1,No,Yes,Kerosene,No,Yes,Yes,No,No,No,No,No,No,5,Richest,104000,Mainland urban, ,Yes,No,Paraffin-hurricane lamp,10,3,1
21,154,5,0,0,5,5,0,Arusha,Urban,Small city,1407,Neighbour tap,15,Flush - to pit latrine,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No,8,Richer,31000,Mainland urban, ,Yes,Yes,Paraffin-wick lamp,4,3,4
22,3,6,2,0,6,6,1,Arusha,Urban,Small city,1368,Public tap/standpipe,5,Pit latrine - without slab / open pit,9,Yes,No,No,Cement,Cement blocks,Iron sheets,2,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No,4,Richest,107000,Mainland urban,CBO/NGO,Yes,Yes,Paraffin-hurricane lamp,0,3,0
22,63,6,2,0,4,3,0,Arusha,Urban,Small city,1368,Neighbour tap,5,Flush - to pit latrine,Yes,Yes,Yes,No,Cement,Cement blocks,Iron sheets,1,No,Yes,Kerosene,Yes,Yes,Yes,No,No,No,No,No,No,4,Richest,193000,Mainland urban, ,Yes,Yes,Electricity,1,3,1
22,116,4,1,1,4,3,1,Arusha,Urban,Small city,1368,Neighbour tap,5,Pit latrine - without slab / open pit,9,Yes,No,No,Cement,Cement blocks,Iron sheets,1,No,Yes,Kerosene,Yes,No,No,No,No,No,No,No,No,4,Richer,80000,Mainland urban, ,Yes,No,Paraffin-hurricane lamp,0,3,0
25,24,4,1,0,4,4,1,Arusha,Urban,Small city,1383,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Poles and mud,Iron sheets,1,No,Yes,Charcoal,Yes,No,No,No,No,No,No,No,No,2,Richer,51000,Mainland urban,Authority,Yes,No,Paraffin-hurricane lamp,3,3,3
25,73,6,1,2,6,6,0,Arusha,Urban,Small city,1383,Public tap/standpipe,30,Pit latrine - without slab / open pit,Yes,Yes,Yes,No,Cement,Cement blocks,Iron sheets,2,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No,10 or more households,Richest,203000,Mainland urban,CBO/NGO,Yes,Yes,Electricity,4,3,1
26,106,5,1,0,5,5,2,Arusha,Rural,Countryside,1190,River/dam/lake/ponds/stream/canal/irirgation channel,180,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-93000,Mainland rural, ,No,No,Paraffin-wick lamp,40,2,3
27,185,2,1,0,2,2,1,Arusha,Rural,Countryside,1697,Public tap/standpipe,10,Pit latrine - without slab / open pit,No,No,No,No,Cement,Poles and mud,Iron sheets,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Richer,-6000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,40,3,1
27,230,7,1,0,7,7,1,Arusha,Rural,Countryside,1697,Public tap/standpipe,60,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-94000,Mainland rural,Authority,No,No,Paraffin-wick lamp,50,2,2
27,259,5,1,0,5,5,1,Arusha,Rural,Countryside,1697,River/dam/lake/ponds/stream/canal/irirgation channel,600,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-102000,Mainland rural, ,No,No,Paraffin-wick lamp,150,3,1
27,274,7,1,0,7,7,2,Arusha,Rural,Countryside,1697,River/dam/lake/ponds/stream/canal/irirgation channel,30,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-105000,Mainland rural, ,No,No,Paraffin-wick lamp,150,2,4
27,289,3,0,1,3,3,0,Arusha,Rural,Countryside,1697,River/dam/lake/ponds/stream/canal/irirgation channel,64,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-95000,Mainland rural, ,No,No,Firewood,150,2,2
27,303,8,2,0,8,8,4,Arusha,Rural,Countryside,1697,Public tap/standpipe,10,Pit latrine - without slab / open pit,No,No,No,No,Cement,Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,3,Richer,-2000,Mainland rural,Private Operator,Yes,Yes,Paraffin-wick lamp,150,3,0
27,318,5,0,0,5,5,0,Arusha,Rural,Countryside,1697,River/dam/lake/ponds/stream/canal/irirgation channel,30,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No, ,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Poorer,-69000,Mainland rural, ,No,No,Paraffin-wick lamp,150,2,4
28,108,6,1,1,6,6,2,Arusha,Rural,Countryside,1349,Neighbour tap,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-94000,Mainland rural, ,No,No,Paraffin-wick lamp,10,2,4
28,137,4,1,0,4,4,2,Arusha,Rural,Countryside,1349,Public tap/standpipe,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-90000,Mainland rural,Authority,No,No,Paraffin-wick lamp,25,2,2
29,153,4,2,1,4,4,0,Arusha,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorer,-65000,Mainland rural, ,No,No,Paraffin-wick lamp,40,1,4
30,84,3,1,0,3,3,1,Arusha,Rural,Countryside,1795,Neighbour tap,8,Pit latrine - with slab,Yes,Yes,No,No,"Earth, sand, dung","Wood, timber",Iron sheets,1,No,Yes,Wood,No,Yes,Yes,No,No,No,No,No,No,2,Richer,6000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,4,3,1
31,194,5,0,0,5,5,0,Arusha,Rural,Countryside,1066,Public tap/standpipe,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No, ,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Middle,-50000,Mainland rural,Authority,No,No,Other,35,3,3
31,218,5,1,0,5,5,2,Arusha,Rural,Countryside,1066,River/dam/lake/ponds/stream/canal/irirgation channel,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-98000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,3
31,243,4,1,1,4,4,2,Arusha,Rural,Countryside,1066,River/dam/lake/ponds/stream/canal/irirgation channel,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-89000,Mainland rural, ,No,No,Paraffin-wick lamp,41,2,5
31,255,5,1,0,5,4,2,Arusha,Rural,Countryside,1066,Open public well,30,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-26000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,35,3,1
31,267,5,1,0,4,5,2,Arusha,Rural,Countryside,1066,Open public well,60,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,3,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-74000,Mainland rural, ,No,No,Paraffin-wick lamp,39,1,1
33,76,4,1,1,4,4,2,Arusha,Rural,Countryside,1630,Neighbour tap,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Richer,-13000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,7,2,1
34,93,2,1,0,2,1,1,Arusha,Rural,Countryside,1107,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No,Yes,Charcoal,Yes,No,No,No,No,No,No,No,No,3,Richer,18000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,49,2,4
34,155,5,1,0,5,5,2,Arusha,Rural,Countryside,1107,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-95000,Mainland rural,Authority,No,No,Paraffin-wick lamp,50,2,8
34,190,1,0,0,1,1,0,Arusha,Rural,Countryside,1107,River/dam/lake/ponds/stream/canal/irirgation channel,16,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-99000,Mainland rural, ,No,No,Paraffin-wick lamp,52,2,3
35,94,4,1,0,4,4,1,Arusha,Rural,Countryside,1567,Public tap/standpipe,5,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Middle,-43000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,4,3,3
36,122,6,2,0,6,6,0,Arusha,Rural,Countryside,1326,Public tap/standpipe,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-25000,Mainland rural,CBO/NGO,Yes,No,Paraffin-hurricane lamp,80,1,2
36,151,5,1,1,5,5,2,Arusha,Rural,Countryside,1326,Public tap/standpipe,60,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-93000,Mainland rural,Authority,No,No,Paraffin-wick lamp,80,2,3
36,209,6,1,0,6,6,1,Arusha,Rural,Countryside,1326,Public tap/standpipe,20,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-52000,Mainland rural,Authority,No,No,Paraffin-wick lamp,80,2,0
36,252,3,1,0,3,3,1,Arusha,Rural,Countryside,1326,Public tap/standpipe,15,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-92000,Mainland rural,Authority,No,No,Paraffin-wick lamp,80,3,2
36,266,7,0,0,7,7,0,Arusha,Rural,Countryside,1326,River/dam/lake/ponds/stream/canal/irirgation channel,240,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Poorest,-89000,Mainland rural, ,No,No,Other,150,2,8
36,281,6,1,0,6,5,1,Arusha,Rural,Countryside,1326,Spring,10,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-85000,Mainland rural, ,No,No,Paraffin-wick lamp,80,3,4
37,222,4,1,0,4,4,1,Kilimanjaro,Urban,Town,692,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,Yes,Yes,Yes,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Richest,113000,Mainland urban, ,No,No,Electricity,23,3,0
37,251,5,1,0,5,5,1,Kilimanjaro,Urban,Town,692,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - with slab,No,Yes,No,No,Cement,Baked bricks,Iron sheets,2,No,No,Wood,Yes,Yes,No,Yes,No,No,No,No,No, ,Richer,75000,Mainland urban, ,No,Yes,Other,23,3,0
37,265,4,2,0,4,4,0,Kilimanjaro,Urban,Town,692,Tanker truck,5,99,Yes,No,No,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Electricity,Yes,No,No,No,No,No,No,No,No,3,Richest,117000,Mainland urban, ,Yes,Yes,Firewood,23,2,0
37,280,1,1,0,1,1,0,Kilimanjaro,Urban,Town,692,Protected public well,180,Pit latrine - without slab / open pit,No,No,No,No,Cement,Sun-dried bricks,Iron sheets,1,No,Yes,Wood,Yes,Yes,Yes,Yes,No,No,No,No,No,2,Richer,8000,Mainland urban, ,Yes,Yes,Paraffin-hurricane lamp,23,3,1
37,294,5,1,0,5,5,0,Kilimanjaro,Urban,Town,692,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - with slab,Yes,Yes,No,No,Cement,OTHER,Iron sheets,3,No,Yes,Wood,Yes,Yes,Yes,Yes,No,No,No,No,No,5,Richest,126000,Mainland urban, ,Yes,Yes,Electricity,25,3,0
37,309,5,1,0,5,5,1,Kilimanjaro,Urban,Town,692,Tanker truck,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-49000,Mainland urban, ,Yes,No,Paraffin-hurricane lamp,23,2,1
38,221,4,0,0,4,4,0,Kilimanjaro,Urban,Town,876,Public tap/standpipe,120,Pit latrine - without slab / open pit,Yes,Yes,Yes,Yes,Cement,Cement blocks,Iron sheets,4,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Richest,152000,Mainland urban,Authority,Yes,No,Electricity,27,2,2
38,232,5,2,1,5,5,0,Kilimanjaro,Urban,Town,876,Tanker truck,30,Pit latrine - without slab / open pit,Yes,Yes,Yes,Yes,Cement,Cement blocks,Iron sheets,4,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No,2,Richest,212000,Mainland urban, ,Yes,Yes,Electricity,27,3,3
38,256,5,1,0,5,5,2,Kilimanjaro,Urban,Town,876,Public tap/standpipe,15,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Cement blocks,Iron sheets,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Richer,52000,Mainland urban,Authority,Yes,No,Paraffin-hurricane lamp,27,3,3
42,99,2,0,0,2,1,0,Kilimanjaro,Rural,Countryside,1357,Neighbour tap,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-35000,Mainland rural, ,Yes,No,Paraffin-wick lamp,12,3,2
43,81,7,1,0,7,7,0,Kilimanjaro,Rural,Countryside,1452,Neighbour tap,10,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,5,No, ,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Middle,-50000,Mainland rural, ,Yes,No,Paraffin-wick lamp,48,3,2
44,201,1,0,0,1,1,0,Kilimanjaro,Rural,Countryside,994,Protected public well,240,Pit latrine - with slab,No,Yes,No,No,Cement,Baked bricks,Iron sheets,1,No,No,Kerosene,No,Yes,Yes,No,No,No,No,Yes,No, ,Richer,68000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,20,3,0
45,192,6,0,0,5,3,3,Kilimanjaro,Rural,Countryside,974,Public tap/standpipe,45,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,1,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-27000,Mainland rural,Authority,Yes,No,Paraffin-wick lamp,24,3,4
46,49,2,0,0,2,2,1,Kilimanjaro,Rural,Countryside,1602,Spring,120,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-43000,Mainland rural, ,Yes,No,Paraffin-wick lamp,45,3,4
51,71,6,2,0,6,6,2,Kilimanjaro,Rural,Countryside,1524,Neighbour tap,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-11000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,24,3,0
51,198,5,1,0,5,5,1,Kilimanjaro,Rural,Countryside,1524,Spring,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-69000,Mainland rural, ,No,No,Paraffin-wick lamp,24,2,1
53,177,4,1,1,4,4,1,Kilimanjaro,Rural,Countryside,1240,Public tap/standpipe,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-10000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,34,3,3
54,269,3,1,0,3,2,0,Kilimanjaro,Rural,Countryside,1605,Public tap/standpipe,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-36000,Mainland rural,Authority,No,No,Paraffin-presuure lamp,41,3,2
54,358,6,1,0,6,6,1,Kilimanjaro,Rural,Countryside,1605,Public tap/standpipe,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung","Wood, timber",OTHER,3,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Middle,-38000,Mainland rural,Authority,Yes,Yes,Paraffin-wick lamp,41,3,2
54,387,3,1,1,3,3,0,Kilimanjaro,Rural,Countryside,1605,Piped to yard/plot,0,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Cement blocks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richest,89000,Mainland rural,CBO/NGO,Yes,Yes,Paraffin-hurricane lamp,44,3,0
54,447,7,1,0,7,6,2,Kilimanjaro,Rural,Countryside,1605,Public tap/standpipe,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung","Wood, timber",Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,-2000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,44,3,0
54,476,6,2,1,6,5,0,Kilimanjaro,Rural,Countryside,1605,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - with slab,No,Yes,No,No,Cement,"Wood, timber",Iron sheets,3,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Richer,39000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,44,2,1
54,506,4,1,0,4,4,1,Kilimanjaro,Rural,Countryside,1605,River/dam/lake/ponds/stream/canal/irirgation channel,40,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung","Wood, timber",Iron sheets,1,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,4,Poorer,-72000,Mainland rural, ,No,No,Paraffin-wick lamp,44,3,0
54,535,3,1,0,3,2,0,Kilimanjaro,Rural,Countryside,1605,River/dam/lake/ponds/stream/canal/irirgation channel,20,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,"Wood, timber",Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,49000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,44,3,0
54,565,6,1,1,6,5,1,Kilimanjaro,Rural,Countryside,1605,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung","Wood, timber",Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,19000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,44,3,1
54,595,6,0,0,6,4,2,Kilimanjaro,Rural,Countryside,1605,River/dam/lake/ponds/stream/canal/irirgation channel,10,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung","Wood, timber",Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Richer,9000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,44,2,1
54,624,4,1,0,4,4,1,Kilimanjaro,Rural,Countryside,1605,River/dam/lake/ponds/stream/canal/irirgation channel,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-54000,Mainland rural, ,No,No,Paraffin-wick lamp,44,3,1
57,130,6,1,0,6,6,0,Tanga,Urban,"Capital, large city",20,Piped to yard/plot,0,Flush - to pit latrine,Yes,Yes,Yes,Yes,Cement,Cement blocks,Iron sheets,5,Yes,No,Charcoal,Yes,Yes,No,No,No,No,No,Yes,No, ,Richest,290000,Mainland urban,Authority,No,Yes,Electricity,2,3,3
61,189,6,1,0,6,6,1,Tanga,Rural,Countryside,1277,River/dam/lake/ponds/stream/canal/irirgation channel,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-51000,Mainland rural, ,No,Yes,Paraffin-wick lamp,8,3,8
61,199,3,0,0,3,3,0,Tanga,Rural,Countryside,1277,River/dam/lake/ponds/stream/canal/irirgation channel,5,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorer,-72000,Mainland rural, ,No,No,Paraffin-wick lamp,12,2,12
61,220,3,0,0,3,3,0,Tanga,Rural,Countryside,1277,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-41000,Mainland rural, ,Yes,No,Paraffin-wick lamp,16,3,16
62,229,4,0,0,4,4,2,Tanga,Rural,Countryside,1299,River/dam/lake/ponds/stream/canal/irirgation channel,30,OTHER,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorer,-72000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,8
62,245,9,1,0,9,9,2,Tanga,Rural,Countryside,1299,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-34000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,35,3,8
62,260,2,0,0,2,2,0,Tanga,Rural,Countryside,1299,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,No,Yes,Yes,No,No,No,No,Yes,No, ,Poorer,-72000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,8
62,276,4,0,0,4,4,0,Tanga,Rural,Countryside,1299,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Poorer,-65000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,8
62,292,5,1,0,5,5,0,Tanga,Rural,Countryside,1299,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Poorer,-78000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,8
62,308,1,0,0,1,1,0,Tanga,Rural,Countryside,1299,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorer,-74000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,8
62,323,2,1,0,2,2,0,Tanga,Rural,Countryside,1299,River/dam/lake/ponds/stream/canal/irirgation channel,180,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,7,Poorer,-73000,Mainland rural, ,No,No,Paraffin-wick lamp,35,2,8
62,339,7,1,0,7,7,2,Tanga,Rural,Countryside,1299,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-41000,Mainland rural, ,Yes,No,Paraffin-wick lamp,35,3,12
